case_id,split_group,location_id,location_name,climate_zone,latitude_deg,longitude_deg,elevation_m,occupant_count,ventilation_level,intended_use,floor_area_m2,length_m,width_m,height_m,aspect_ratio,roof_angle_deg,orientation_azimuth_deg,wall_assembly_id,roof_assembly_id,floor_assembly_id,wall_u_value_W_m2K,roof_u_value_W_m2K,floor_u_value_W_m2K,total_opening_area_m2,avg_indoor_temp_C,min_indoor_temp_C,max_indoor_temp_C,temperature_lift_C,diurnal_temperature_swing_C,total_solar_gain_kWh,total_conductive_heat_loss_kWh,total_ventilation_loss_kWh,is_fully_compliant,total_score,summary_verdict,feat_d_hdd_18C_scaled,feat_d_cdd_18C_scaled,feat_d_elevation_scaled,feat_d_design_temp_min_C,feat_d_design_temp_max_C,feat_d_design_solar_peak_scaled,feat_d_occupant_count,feat_d_floor_area_m2,feat_d_length_m,feat_d_width_m,feat_d_height_m,feat_d_aspect_ratio,feat_d_surface_to_volume_ratio,feat_d_roof_angle_deg,feat_d_orientation_azimuth_deg,feat_d_total_opening_area_m2,feat_d_north_wwr,feat_d_south_wwr,feat_d_wall_thickness_mm,feat_d_wall_u_value_W_m2K,feat_d_roof_thickness_mm,feat_d_roof_u_value_W_m2K,feat_d_floor_thickness_mm,feat_d_floor_u_value_W_m2K,feat_d_ventilation_ach,feat_d_ground_frost_depth_m,feat_d_ground_thermal_conductivity_W_mK,feat_d_snow_load_kN_m2
TC-LEH-0256,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,1,medium,emergency,50.0,10.0,5.0,3.0,2.0,25.0,90.0,ASM-WALL-LADAKH-TRAD,ASM-ROOF-LADAKH-TRAD,ASM-FLOOR-LADAKH-INS-SLAB,1.591,0.247,0.444,8.0,1.793,-10.722,10.021,8.043,20.743,570.068,45.682,20.184,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,1.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,90.0,8.0,0.0,0.4,465.0,1.591,300.0,0.247,180.0,0.444,1.0,1.2,1.8,1.5
TC-LEH-0257,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,2,high,work,50.0,10.0,5.0,3.0,2.0,25.0,90.0,ASM-WALL-LADAKH-TRAD,ASM-ROOF-LADAKH-INS-MOD,ASM-FLOOR-WARM-TILED,1.591,0.25,2.1,8.0,-2.267,-10.72,3.314,3.983,14.034,384.507,62.978,23.284,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,2.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,90.0,8.0,0.0,0.4,465.0,1.591,153.0,0.25,150.0,2.1,2.0,1.2,1.8,1.5
TC-LEH-0258,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,4,low,residential,50.0,10.0,5.0,3.0,2.0,25.0,90.0,ASM-WALL-LADAKH-TRAD,ASM-ROOF-WARM-SLAB,ASM-FLOOR-LADAKH-TRAD,1.591,3.476,0.85,8.0,-0.538,-10.7,6.123,5.712,16.823,532.956,103.398,7.486,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,4.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,90.0,8.0,0.0,0.4,465.0,1.591,162.5,3.476,250.0,0.85,0.5,1.2,1.8,1.5
TC-LEH-0259,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,8,medium,emergency,50.0,10.0,5.0,3.0,2.0,25.0,90.0,ASM-WALL-LADAKH-IMP-TRAD,ASM-ROOF-LADAKH-TRAD,ASM-FLOOR-LADAKH-INS-SLAB,0.452,0.247,0.444,8.0,3.737,-10.662,13.403,9.987,24.064,570.068,67.703,24.54,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,8.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,90.0,8.0,0.0,0.4,345.0,0.452,300.0,0.247,180.0,0.444,1.0,1.2,1.8,1.5
TC-LEH-0260,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,1,high,work,50.0,10.0,5.0,3.0,2.0,25.0,90.0,ASM-WALL-LADAKH-IMP-TRAD,ASM-ROOF-LADAKH-INS-MOD,ASM-FLOOR-WARM-TILED,0.452,0.25,2.1,8.0,-1.43,-10.739,4.945,4.82,15.684,384.507,77.363,26.202,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,1.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,90.0,8.0,0.0,0.4,345.0,0.452,153.0,0.25,150.0,2.1,2.0,1.2,1.8,1.5
TC-LEH-0261,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,2,low,residential,50.0,10.0,5.0,3.0,2.0,25.0,90.0,ASM-WALL-LADAKH-IMP-TRAD,ASM-ROOF-WARM-SLAB,ASM-FLOOR-LADAKH-TRAD,0.452,3.476,0.85,8.0,0.366,-10.723,7.841,6.616,18.565,532.956,124.811,8.431,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,2.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,90.0,8.0,0.0,0.4,345.0,0.452,162.5,3.476,250.0,0.85,0.5,1.2,1.8,1.5
TC-LEH-0262,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,4,medium,emergency,50.0,10.0,5.0,3.0,2.0,25.0,90.0,ASM-WALL-LADAKH-INS-MOD,ASM-ROOF-LADAKH-TRAD,ASM-FLOOR-LADAKH-INS-SLAB,0.314,0.247,0.444,8.0,2.302,-10.691,10.971,8.552,21.662,549.382,65.727,21.282,True,74.84,ACCEPTABLE,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,4.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,90.0,8.0,0.0,0.4,392.5,0.314,300.0,0.247,180.0,0.444,1.0,1.2,1.8,1.5
TC-LEH-0263,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,8,high,work,50.0,10.0,5.0,3.0,2.0,25.0,90.0,ASM-WALL-LADAKH-INS-MOD,ASM-ROOF-LADAKH-INS-MOD,ASM-FLOOR-WARM-TILED,0.314,0.25,2.1,8.0,-1.848,-10.669,4.023,4.402,14.692,363.822,76.893,24.667,True,60.46,ACCEPTABLE,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,8.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,90.0,8.0,0.0,0.4,392.5,0.314,153.0,0.25,150.0,2.1,2.0,1.2,1.8,1.5
TC-LEH-0264,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,1,low,residential,50.0,10.0,5.0,3.0,2.0,25.0,90.0,ASM-WALL-LADAKH-INS-MOD,ASM-ROOF-WARM-SLAB,ASM-FLOOR-LADAKH-TRAD,0.314,3.476,0.85,8.0,-0.49,-10.732,6.351,5.76,17.083,512.27,116.241,7.518,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,1.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,90.0,8.0,0.0,0.4,392.5,0.314,162.5,3.476,250.0,0.85,0.5,1.2,1.8,1.5
TC-LEH-0265,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,2,medium,emergency,50.0,10.0,5.0,3.0,2.0,25.0,90.0,ASM-WALL-LADAKH-LIGHT-INS,ASM-ROOF-LADAKH-TRAD,ASM-FLOOR-LADAKH-INS-SLAB,0.284,0.247,0.444,8.0,6.4,-10.746,26.551,12.65,37.297,466.64,45.046,30.855,True,68.3,ACCEPTABLE,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,2.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,90.0,8.0,0.0,0.4,152.0,0.284,300.0,0.247,180.0,0.444,1.0,1.2,1.8,1.5
TC-LEH-0266,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,4,high,work,50.0,10.0,5.0,3.0,2.0,25.0,90.0,ASM-WALL-LADAKH-LIGHT-INS,ASM-ROOF-LADAKH-INS-MOD,ASM-FLOOR-WARM-TILED,0.284,0.25,2.1,8.0,-0.279,-10.702,9.95,5.971,20.652,281.079,71.036,30.844,True,53.75,SUB_OPTIMAL,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,4.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,90.0,8.0,0.0,0.4,152.0,0.284,153.0,0.25,150.0,2.1,2.0,1.2,1.8,1.5
TC-LEH-0267,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,8,low,residential,50.0,10.0,5.0,3.0,2.0,25.0,90.0,ASM-WALL-LADAKH-LIGHT-INS,ASM-ROOF-WARM-SLAB,ASM-FLOOR-LADAKH-TRAD,0.284,3.476,0.85,8.0,2.425,-10.632,13.245,8.675,23.876,429.528,130.357,10.68,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,8.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,90.0,8.0,0.0,0.4,152.0,0.284,162.5,3.476,250.0,0.85,0.5,1.2,1.8,1.5
TC-LEH-0268,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,1,medium,emergency,50.0,10.0,5.0,3.0,2.0,25.0,90.0,ASM-WALL-SHIMLA-COLD,ASM-ROOF-LADAKH-TRAD,ASM-FLOOR-LADAKH-INS-SLAB,0.347,0.247,0.444,8.0,-0.426,-10.726,6.359,5.824,17.085,508.011,78.064,15.207,True,67.34,ACCEPTABLE,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,1.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,90.0,8.0,0.0,0.4,410.0,0.347,300.0,0.247,180.0,0.444,1.0,1.2,1.8,1.5
TC-LEH-0269,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,2,high,work,50.0,10.0,5.0,3.0,2.0,25.0,90.0,ASM-WALL-SHIMLA-COLD,ASM-ROOF-LADAKH-INS-MOD,ASM-FLOOR-WARM-TILED,0.347,0.25,2.1,8.0,-3.738,-10.724,0.866,2.512,11.59,322.451,77.671,18.762,True,54.4,SUB_OPTIMAL,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,2.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,90.0,8.0,0.0,0.4,410.0,0.347,153.0,0.25,150.0,2.1,2.0,1.2,1.8,1.5
TC-LEH-0270,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,4,low,residential,50.0,10.0,5.0,3.0,2.0,25.0,90.0,ASM-WALL-SHIMLA-COLD,ASM-ROOF-WARM-SLAB,ASM-FLOOR-LADAKH-TRAD,0.347,3.476,0.85,8.0,-2.121,-10.706,3.507,4.129,14.213,470.899,116.504,5.959,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,4.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,90.0,8.0,0.0,0.4,410.0,0.347,162.5,3.476,250.0,0.85,0.5,1.2,1.8,1.5
TC-LEH-0271,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,8,medium,emergency,50.0,10.0,5.0,3.0,2.0,25.0,180.0,ASM-WALL-LADAKH-TRAD,ASM-ROOF-LADAKH-TRAD,ASM-FLOOR-LADAKH-INS-SLAB,1.591,0.247,0.444,8.0,3.98,-10.67,13.552,10.23,24.223,673.495,56.996,25.183,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,8.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,180.0,8.0,0.0,0.2,465.0,1.591,300.0,0.247,180.0,0.444,1.0,1.2,1.8,1.5
TC-LEH-0272,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,1,high,work,50.0,10.0,5.0,3.0,2.0,25.0,180.0,ASM-WALL-LADAKH-TRAD,ASM-ROOF-LADAKH-INS-MOD,ASM-FLOOR-WARM-TILED,1.591,0.25,2.1,8.0,-0.756,-10.73,5.869,5.494,16.599,487.935,78.408,28.989,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,1.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,180.0,8.0,0.0,0.2,465.0,1.591,153.0,0.25,150.0,2.1,2.0,1.2,1.8,1.5
TC-LEH-0273,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,2,low,residential,50.0,10.0,5.0,3.0,2.0,25.0,180.0,ASM-WALL-LADAKH-TRAD,ASM-ROOF-WARM-SLAB,ASM-FLOOR-LADAKH-TRAD,1.591,3.476,0.85,8.0,0.839,-10.718,8.454,7.089,19.171,636.383,124.485,9.013,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,2.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,180.0,8.0,0.0,0.2,465.0,1.591,162.5,3.476,250.0,0.85,0.5,1.2,1.8,1.5
TC-LEH-0274,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,4,medium,emergency,50.0,10.0,5.0,3.0,2.0,25.0,180.0,ASM-WALL-LADAKH-IMP-TRAD,ASM-ROOF-LADAKH-TRAD,ASM-FLOOR-LADAKH-INS-SLAB,0.452,0.247,0.444,8.0,5.475,-10.689,16.446,11.725,27.135,673.495,79.046,28.652,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,4.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,180.0,8.0,0.0,0.2,345.0,0.452,300.0,0.247,180.0,0.444,1.0,1.2,1.8,1.5
TC-LEH-0275,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,8,high,work,50.0,10.0,5.0,3.0,2.0,25.0,180.0,ASM-WALL-LADAKH-IMP-TRAD,ASM-ROOF-LADAKH-INS-MOD,ASM-FLOOR-WARM-TILED,0.452,0.25,2.1,8.0,0.619,-10.665,8.304,6.869,18.969,487.935,102.36,34.669,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,8.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,180.0,8.0,0.0,0.2,345.0,0.452,153.0,0.25,150.0,2.1,2.0,1.2,1.8,1.5
TC-LEH-0276,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,1,low,residential,50.0,10.0,5.0,3.0,2.0,25.0,180.0,ASM-WALL-LADAKH-IMP-TRAD,ASM-ROOF-WARM-SLAB,ASM-FLOOR-LADAKH-TRAD,0.452,3.476,0.85,8.0,1.903,-10.734,10.463,8.153,21.197,636.383,150.617,10.174,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,1.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,180.0,8.0,0.0,0.2,345.0,0.452,162.5,3.476,250.0,0.85,0.5,1.2,1.8,1.5
TC-LEH-0277,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,2,medium,emergency,50.0,10.0,5.0,3.0,2.0,25.0,180.0,ASM-WALL-LADAKH-INS-MOD,ASM-ROOF-LADAKH-TRAD,ASM-FLOOR-LADAKH-INS-SLAB,0.314,0.247,0.444,8.0,3.942,-10.715,13.776,10.192,24.491,645.915,77.416,25.067,True,78.37,ACCEPTABLE,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,2.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,180.0,8.0,0.0,0.2,392.5,0.314,300.0,0.247,180.0,0.444,1.0,1.2,1.8,1.5
TC-LEH-0278,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,4,high,work,50.0,10.0,5.0,3.0,2.0,25.0,180.0,ASM-WALL-LADAKH-INS-MOD,ASM-ROOF-LADAKH-INS-MOD,ASM-FLOOR-WARM-TILED,0.314,0.25,2.1,8.0,-0.542,-10.703,6.317,5.708,17.02,460.354,92.865,29.79,True,63.82,ACCEPTABLE,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,4.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,180.0,8.0,0.0,0.2,392.5,0.314,153.0,0.25,150.0,2.1,2.0,1.2,1.8,1.5
TC-LEH-0279,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,8,low,residential,50.0,10.0,5.0,3.0,2.0,25.0,180.0,ASM-WALL-LADAKH-INS-MOD,ASM-ROOF-WARM-SLAB,ASM-FLOOR-LADAKH-TRAD,0.314,3.476,0.85,8.0,1.245,-10.672,9.161,7.495,19.834,608.802,145.658,9.42,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,8.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,180.0,8.0,0.0,0.2,392.5,0.314,162.5,3.476,250.0,0.85,0.5,1.2,1.8,1.5
TC-LEH-0280,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,1,medium,emergency,50.0,10.0,5.0,3.0,2.0,25.0,180.0,ASM-WALL-LADAKH-LIGHT-INS,ASM-ROOF-LADAKH-TRAD,ASM-FLOOR-LADAKH-INS-SLAB,0.284,0.247,0.444,8.0,8.042,-10.789,30.759,14.292,41.549,535.592,50.913,34.874,True,64.9,ACCEPTABLE,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,1.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,180.0,8.0,0.0,0.2,152.0,0.284,300.0,0.247,180.0,0.444,1.0,1.2,1.8,1.5
TC-LEH-0281,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,2,high,work,50.0,10.0,5.0,3.0,2.0,25.0,180.0,ASM-WALL-LADAKH-LIGHT-INS,ASM-ROOF-LADAKH-INS-MOD,ASM-FLOOR-WARM-TILED,0.284,0.25,2.1,8.0,1.05,-10.765,13.07,7.3,23.836,350.031,84.558,36.716,True,56.53,SUB_OPTIMAL,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,2.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,180.0,8.0,0.0,0.2,152.0,0.284,153.0,0.25,150.0,2.1,2.0,1.2,1.8,1.5
TC-LEH-0282,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,4,low,residential,50.0,10.0,5.0,3.0,2.0,25.0,180.0,ASM-WALL-LADAKH-LIGHT-INS,ASM-ROOF-WARM-SLAB,ASM-FLOOR-LADAKH-TRAD,0.284,3.476,0.85,8.0,3.548,-10.699,15.643,9.798,26.343,498.48,146.432,11.997,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,4.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,180.0,8.0,0.0,0.2,152.0,0.284,162.5,3.476,250.0,0.85,0.5,1.2,1.8,1.5
TC-LEH-0283,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,8,medium,emergency,50.0,10.0,5.0,3.0,2.0,25.0,180.0,ASM-WALL-SHIMLA-COLD,ASM-ROOF-LADAKH-TRAD,ASM-FLOOR-LADAKH-INS-SLAB,0.347,0.247,0.444,8.0,1.173,-10.673,8.926,7.423,19.599,590.753,96.278,18.756,True,71.72,ACCEPTABLE,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,8.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,180.0,8.0,0.0,0.2,410.0,0.347,300.0,0.247,180.0,0.444,1.0,1.2,1.8,1.5
TC-LEH-0284,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,1,high,work,50.0,10.0,5.0,3.0,2.0,25.0,180.0,ASM-WALL-SHIMLA-COLD,ASM-ROOF-LADAKH-INS-MOD,ASM-FLOOR-WARM-TILED,0.347,0.25,2.1,8.0,-2.673,-10.733,2.673,3.577,13.406,405.193,90.799,21.933,True,57.21,SUB_OPTIMAL,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,1.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,180.0,8.0,0.0,0.2,410.0,0.347,153.0,0.25,150.0,2.1,2.0,1.2,1.8,1.5
TC-LEH-0285,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,2,low,residential,50.0,10.0,5.0,3.0,2.0,25.0,180.0,ASM-WALL-SHIMLA-COLD,ASM-ROOF-WARM-SLAB,ASM-FLOOR-LADAKH-TRAD,0.347,3.476,0.85,8.0,-1.152,-10.722,5.157,5.098,15.879,553.641,134.312,6.869,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,2.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,180.0,8.0,0.0,0.2,410.0,0.347,162.5,3.476,250.0,0.85,0.5,1.2,1.8,1.5
TC-LEH-0286,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,4,medium,emergency,50.0,10.0,5.0,3.0,2.0,25.0,270.0,ASM-WALL-LADAKH-TRAD,ASM-ROOF-LADAKH-TRAD,ASM-FLOOR-LADAKH-INS-SLAB,1.591,0.247,0.444,8.0,1.958,-10.69,10.243,8.208,20.933,570.068,46.497,20.544,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,4.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,270.0,8.0,0.0,0.4,465.0,1.591,300.0,0.247,180.0,0.444,1.0,1.2,1.8,1.5
TC-LEH-0287,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,8,high,work,50.0,10.0,5.0,3.0,2.0,25.0,270.0,ASM-WALL-LADAKH-TRAD,ASM-ROOF-LADAKH-INS-MOD,ASM-FLOOR-WARM-TILED,1.591,0.25,2.1,8.0,-1.984,-10.673,3.694,4.266,14.366,384.507,65.658,24.275,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,8.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,270.0,8.0,0.0,0.4,465.0,1.591,153.0,0.25,150.0,2.1,2.0,1.2,1.8,1.5
TC-LEH-0288,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,1,low,residential,50.0,10.0,5.0,3.0,2.0,25.0,270.0,ASM-WALL-LADAKH-TRAD,ASM-ROOF-WARM-SLAB,ASM-FLOOR-LADAKH-TRAD,1.591,3.476,0.85,8.0,-0.671,-10.727,5.943,5.579,16.669,532.956,101.552,7.352,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,1.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,270.0,8.0,0.0,0.4,465.0,1.591,162.5,3.476,250.0,0.85,0.5,1.2,1.8,1.5
TC-LEH-0289,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,2,medium,emergency,50.0,10.0,5.0,3.0,2.0,25.0,270.0,ASM-WALL-LADAKH-IMP-TRAD,ASM-ROOF-LADAKH-TRAD,ASM-FLOOR-LADAKH-INS-SLAB,0.452,0.247,0.444,8.0,3.372,-10.716,12.922,9.622,23.638,570.068,65.458,23.727,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,2.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,270.0,8.0,0.0,0.4,345.0,0.452,300.0,0.247,180.0,0.444,1.0,1.2,1.8,1.5
TC-LEH-0290,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,4,high,work,50.0,10.0,5.0,3.0,2.0,25.0,270.0,ASM-WALL-LADAKH-IMP-TRAD,ASM-ROOF-LADAKH-INS-MOD,ASM-FLOOR-WARM-TILED,0.452,0.25,2.1,8.0,-1.275,-10.702,5.147,4.975,15.85,384.507,79.033,26.768,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,4.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,270.0,8.0,0.0,0.4,345.0,0.452,153.0,0.25,150.0,2.1,2.0,1.2,1.8,1.5
TC-LEH-0291,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,8,low,residential,50.0,10.0,5.0,3.0,2.0,25.0,270.0,ASM-WALL-LADAKH-IMP-TRAD,ASM-ROOF-WARM-SLAB,ASM-FLOOR-LADAKH-TRAD,0.452,3.476,0.85,8.0,0.656,-10.67,8.225,6.906,18.895,532.956,129.487,8.747,False,0.0,NON_COMPLIANT,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,8.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,270.0,8.0,0.0,0.4,345.0,0.452,162.5,3.476,250.0,0.85,0.5,1.2,1.8,1.5
TC-LEH-0292,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,1,medium,emergency,50.0,10.0,5.0,3.0,2.0,25.0,270.0,ASM-WALL-LADAKH-INS-MOD,ASM-ROOF-LADAKH-TRAD,ASM-FLOOR-LADAKH-INS-SLAB,0.314,0.247,0.444,8.0,2.13,-10.728,10.742,8.38,21.47,549.382,64.539,20.897,True,74.3,ACCEPTABLE,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,1.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,270.0,8.0,0.0,0.4,392.5,0.314,300.0,0.247,180.0,0.444,1.0,1.2,1.8,1.5
TC-LEH-0293,TRAIN,LOC-IN-LEH,Leh,Cold-Arid (High Altitude Alpine),34.1526,77.5771,3500.0,2,high,work,50.0,10.0,5.0,3.0,2.0,25.0,270.0,ASM-WALL-LADAKH-INS-MOD,ASM-ROOF-LADAKH-INS-MOD,ASM-FLOOR-WARM-TILED,0.314,0.25,2.1,8.0,-2.143,-10.725,3.634,4.107,14.359,363.822,73.704,23.644,True,59.54,SUB_OPTIMAL,0.97,0.01125,0.875,-17.2,27.9,0.9208333333333333,2.0,50.0,10.0,5.0,3.0,2.0,1.301,25.0,270.0,8.0,0.0,0.4,392.5,0.314,153.0,0.25,150.0,2.1,2.0,1.2,1.8,1.5
